Transaction ID,Date,Customer ID,Product Category,Quantity,Price per Unit,Total Amount
553,31-03-2023,CUST553,Clothing,4,300,1200
554,12-11-2023,CUST554,Beauty,3,50,150
555,19-10-2023,CUST555,Beauty,1,300,300
556,04-06-2023,CUST556,Electronics,1,50,50
557,27-07-2023,CUST557,Beauty,3,30,90
558,08-10-2023,CUST558,Clothing,1,25,25
559,01-01-2023,CUST559,Clothing,4,300,1200
560,05-06-2023,CUST560,Electronics,1,50,50
561,27-05-2023,CUST561,Clothing,4,500,2000
562,18-04-2023,CUST562,Electronics,2,25,50
563,09-08-2023,CUST563,Clothing,2,30,60
564,24-10-2023,CUST564,Electronics,2,50,100
565,07-11-2023,CUST565,Beauty,2,30,60
566,02-12-2023,CUST566,Clothing,1,30,30
567,14-06-2023,CUST567,Clothing,3,300,900
568,27-08-2023,CUST568,Electronics,1,300,300
569,15-08-2023,CUST569,Electronics,4,50,200
570,15-08-2023,CUST570,Clothing,1,500,500
571,12-12-2023,CUST571,Electronics,1,50,50
572,20-04-2023,CUST572,Clothing,4,500,2000
573,19-09-2023,CUST573,Beauty,2,30,60
574,31-08-2023,CUST574,Electronics,2,25,50
575,28-03-2023,CUST575,Clothing,2,50,100
576,04-12-2023,CUST576,Beauty,3,50,150
577,13-02-2023,CUST577,Beauty,4,500,2000
578,26-05-2023,CUST578,Clothing,4,30,120
579,21-09-2023,CUST579,Electronics,1,30,30
580,06-12-2023,CUST580,Clothing,3,500,1500
581,21-11-2023,CUST581,Beauty,2,30,60
582,14-11-2023,CUST582,Clothing,3,300,900
583,21-06-2023,CUST583,Electronics,4,25,100
584,17-02-2023,CUST584,Beauty,4,50,200
585,01-05-2023,CUST585,Clothing,1,25,25
586,11-12-2023,CUST586,Electronics,1,50,50
587,08-06-2023,CUST587,Beauty,4,300,1200
588,26-04-2023,CUST588,Electronics,2,30,60
589,12-04-2023,CUST589,Beauty,2,500,1000
590,17-03-2023,CUST590,Clothing,3,300,900
591,13-01-2023,CUST591,Electronics,4,25,100
592,24-01-2023,CUST592,Beauty,4,500,2000
593,06-05-2023,CUST593,Electronics,2,30,60
594,01-09-2023,CUST594,Electronics,2,300,600
595,09-11-2023,CUST595,Clothing,4,500,2000
596,07-02-2023,CUST596,Electronics,1,300,300
597,22-08-2023,CUST597,Beauty,4,300,1200
598,01-08-2023,CUST598,Beauty,4,30,120
599,19-11-2023,CUST599,Beauty,2,50,100
600,22-10-2023,CUST600,Beauty,2,500,1000
601,10-04-2023,CUST601,Clothing,1,30,30
602,23-12-2023,CUST602,Electronics,1,300,300
603,16-07-2023,CUST603,Clothing,3,30,90
604,11-09-2023,CUST604,Electronics,4,50,200
605,24-07-2023,CUST605,Electronics,2,500,1000
606,05-05-2023,CUST606,Electronics,1,50,50
607,17-03-2023,CUST607,Clothing,3,25,75
608,02-12-2023,CUST608,Electronics,3,500,1500
609,19-12-2023,CUST609,Clothing,2,50,100
610,03-01-2023,CUST610,Beauty,2,300,600
611,24-02-2023,CUST611,Beauty,3,500,1500
612,06-08-2023,CUST612,Electronics,1,500,500
613,23-04-2023,CUST613,Clothing,3,30,90
614,01-04-2023,CUST614,Beauty,4,300,1200
615,23-12-2023,CUST615,Clothing,4,25,100
616,23-09-2023,CUST616,Clothing,2,50,100
617,26-08-2023,CUST617,Electronics,1,30,30
618,26-01-2023,CUST618,Beauty,1,50,50
619,13-10-2023,CUST619,Electronics,4,25,100
620,08-05-2023,CUST620,Electronics,3,25,75
621,04-03-2023,CUST621,Beauty,2,500,1000
622,22-08-2023,CUST622,Beauty,3,25,75
623,10-03-2023,CUST623,Clothing,3,50,150
624,26-08-2023,CUST624,Beauty,3,300,900
625,08-12-2023,CUST625,Clothing,1,300,300
626,29-09-2023,CUST626,Clothing,4,500,2000
627,14-10-2023,CUST627,Clothing,1,50,50
628,01-11-2023,CUST628,Beauty,4,50,200
629,12-06-2023,CUST629,Electronics,2,25,50
630,15-08-2023,CUST630,Clothing,2,50,100
631,10-11-2023,CUST631,Electronics,3,30,90
632,16-09-2023,CUST632,Electronics,4,25,100
633,07-08-2023,CUST633,Beauty,4,30,120
634,08-10-2023,CUST634,Electronics,4,500,2000
635,17-08-2023,CUST635,Electronics,3,300,900
636,23-03-2023,CUST636,Beauty,3,500,1500
637,01-09-2023,CUST637,Clothing,2,300,600
638,19-08-2023,CUST638,Electronics,1,500,500
639,13-05-2023,CUST639,Beauty,4,50,200
640,07-05-2023,CUST640,Electronics,4,30,120
641,23-11-2023,CUST641,Electronics,1,300,300
642,22-05-2023,CUST642,Clothing,4,25,100
643,24-09-2023,CUST643,Electronics,3,30,90
644,06-09-2023,CUST644,Beauty,3,25,75
645,17-11-2023,CUST645,Electronics,4,30,120
646,03-05-2023,CUST646,Clothing,3,30,90
647,21-05-2023,CUST647,Clothing,3,500,1500
648,14-08-2023,CUST648,Beauty,4,300,1200
649,09-02-2023,CUST649,Clothing,2,300,600
650,01-01-2024,CUST650,Electronics,1,30,30
651,27-05-2023,CUST651,Clothing,3,50,150
652,01-05-2023,CUST652,Beauty,2,50,100
653,20-05-2023,CUST653,Clothing,3,25,75
654,21-06-2023,CUST654,Clothing,3,25,75
655,13-06-2023,CUST655,Clothing,1,500,500
656,04-10-2023,CUST656,Beauty,3,30,90
657,11-02-2023,CUST657,Clothing,1,25,25
658,12-03-2023,CUST658,Clothing,1,25,25
659,19-03-2023,CUST659,Electronics,1,30,30
660,29-04-2023,CUST660,Beauty,2,500,1000
661,16-07-2023,CUST661,Clothing,4,25,100
662,22-12-2023,CUST662,Beauty,2,500,1000
663,20-03-2023,CUST663,Clothing,4,300,1200
664,28-12-2023,CUST664,Clothing,4,500,2000
665,20-04-2023,CUST665,Clothing,1,50,50
666,02-02-2023,CUST666,Electronics,3,50,150
667,01-08-2023,CUST667,Electronics,1,500,500
668,28-07-2023,CUST668,Electronics,3,50,150
669,19-06-2023,CUST669,Beauty,4,300,1200
670,05-10-2023,CUST670,Beauty,1,30,30
671,27-08-2023,CUST671,Electronics,3,50,150
672,01-08-2023,CUST672,Beauty,2,50,100
673,01-02-2023,CUST673,Clothing,3,500,1500
674,16-04-2023,CUST674,Clothing,1,300,300
675,04-08-2023,CUST675,Clothing,2,30,60
676,19-07-2023,CUST676,Electronics,3,500,1500
677,27-10-2023,CUST677,Beauty,3,500,1500
678,23-12-2023,CUST678,Electronics,3,300,900
679,11-01-2023,CUST679,Beauty,3,30,90
680,22-10-2023,CUST680,Clothing,3,300,900
681,14-07-2023,CUST681,Electronics,2,30,60
682,02-09-2023,CUST682,Beauty,4,300,1200
683,04-01-2023,CUST683,Beauty,2,500,1000
684,30-06-2023,CUST684,Clothing,2,500,1000
685,02-06-2023,CUST685,Electronics,2,25,50
686,19-07-2023,CUST686,Electronics,4,50,200
687,03-08-2023,CUST687,Electronics,1,300,300
688,03-10-2023,CUST688,Clothing,4,25,100
689,07-10-2023,CUST689,Electronics,2,50,100
690,05-11-2023,CUST690,Clothing,3,300,900
691,23-04-2023,CUST691,Clothing,3,30,90
692,07-09-2023,CUST692,Clothing,2,50,100
693,23-04-2023,CUST693,Beauty,3,500,1500
694,20-05-2023,CUST694,Electronics,2,25,50
695,12-08-2023,CUST695,Electronics,3,50,150
696,06-09-2023,CUST696,Clothing,4,50,200
697,15-01-2023,CUST697,Clothing,1,500,500
698,19-07-2023,CUST698,Electronics,1,300,300
699,22-06-2023,CUST699,Clothing,4,30,120
700,09-12-2023,CUST700,Electronics,4,500,2000
701,14-12-2023,CUST701,Beauty,2,30,60
702,27-07-2023,CUST702,Clothing,2,300,600
703,26-03-2023,CUST703,Electronics,2,50,100
704,28-08-2023,CUST704,Clothing,3,30,90
705,07-03-2023,CUST705,Electronics,2,25,50
706,15-11-2023,CUST706,Electronics,4,25,100
707,01-10-2023,CUST707,Clothing,1,500,500
708,14-01-2023,CUST708,Beauty,3,300,900
709,21-07-2023,CUST709,Electronics,2,500,1000
710,31-10-2023,CUST710,Electronics,3,500,1500
711,16-10-2023,CUST711,Electronics,3,500,1500
712,06-12-2023,CUST712,Beauty,2,25,50
713,14-01-2023,CUST713,Beauty,3,25,75
714,12-02-2023,CUST714,Clothing,1,500,500
715,26-11-2023,CUST715,Beauty,4,25,100
716,08-08-2023,CUST716,Clothing,4,300,1200
717,11-03-2023,CUST717,Clothing,1,500,500
718,25-08-2023,CUST718,Beauty,3,25,75
719,04-04-2023,CUST719,Clothing,2,30,60
720,26-01-2023,CUST720,Beauty,3,500,1500
721,14-05-2023,CUST721,Clothing,1,500,500
722,14-07-2023,CUST722,Beauty,3,300,900
723,17-06-2023,CUST723,Beauty,4,50,200
724,19-04-2023,CUST724,Clothing,3,50,150
725,21-08-2023,CUST725,Electronics,1,300,300
726,17-06-2023,CUST726,Clothing,4,300,1200
727,22-06-2023,CUST727,Beauty,3,300,900
728,14-07-2023,CUST728,Electronics,3,50,150
729,23-05-2023,CUST729,Clothing,4,300,1200
730,04-08-2023,CUST730,Clothing,2,25,50
731,10-05-2023,CUST731,Clothing,4,500,2000
732,11-02-2023,CUST732,Electronics,2,500,1000
733,29-08-2023,CUST733,Beauty,1,30,30
734,10-01-2023,CUST734,Clothing,1,30,30
735,04-10-2023,CUST735,Clothing,4,500,2000
736,27-01-2023,CUST736,Clothing,4,25,100
737,29-06-2023,CUST737,Clothing,1,50,50
738,25-04-2023,CUST738,Clothing,2,50,100
739,29-11-2023,CUST739,Beauty,1,25,25
740,05-02-2023,CUST740,Beauty,4,50,200
741,30-11-2023,CUST741,Clothing,1,300,300
742,21-01-2023,CUST742,Electronics,4,500,2000
743,16-01-2023,CUST743,Beauty,4,500,2000
744,07-05-2023,CUST744,Electronics,1,25,25
745,13-04-2023,CUST745,Beauty,2,50,100
746,11-01-2023,CUST746,Clothing,3,30,90
747,15-11-2023,CUST747,Beauty,1,30,30
748,20-03-2023,CUST748,Clothing,3,50,150
749,03-05-2023,CUST749,Beauty,1,30,30
750,06-03-2023,CUST750,Clothing,3,25,75
751,31-08-2023,CUST751,Clothing,2,25,50
752,09-12-2023,CUST752,Clothing,2,50,100
753,28-02-2023,CUST753,Clothing,1,30,30
754,16-10-2023,CUST754,Electronics,4,25,100
755,22-04-2023,CUST755,Clothing,3,25,75
756,27-08-2023,CUST756,Electronics,4,300,1200
757,25-12-2023,CUST757,Electronics,4,300,1200
758,12-05-2023,CUST758,Clothing,4,25,100
759,08-07-2023,CUST759,Electronics,2,50,100
760,27-03-2023,CUST760,Beauty,1,500,500
761,07-11-2023,CUST761,Clothing,1,500,500
762,07-11-2023,CUST762,Electronics,2,25,50
763,28-02-2023,CUST763,Clothing,2,25,50
764,25-03-2023,CUST764,Clothing,1,25,25
765,09-06-2023,CUST765,Clothing,4,50,200
766,25-02-2023,CUST766,Electronics,3,300,900
767,24-10-2023,CUST767,Beauty,3,25,75
768,14-01-2023,CUST768,Beauty,3,25,75
769,09-06-2023,CUST769,Electronics,4,30,120
770,22-10-2023,CUST770,Clothing,1,50,50
771,13-12-2023,CUST771,Electronics,2,25,50
772,12-07-2023,CUST772,Electronics,1,30,30
773,23-07-2023,CUST773,Electronics,4,500,2000
774,12-04-2023,CUST774,Clothing,2,25,50
775,08-02-2023,CUST775,Electronics,4,25,100
776,31-10-2023,CUST776,Clothing,3,30,90
777,20-12-2023,CUST777,Electronics,3,50,150
778,18-11-2023,CUST778,Beauty,4,25,100
779,05-05-2023,CUST779,Electronics,2,500,1000
780,22-02-2023,CUST780,Electronics,2,25,50
781,23-12-2023,CUST781,Beauty,1,500,500
782,04-06-2023,CUST782,Clothing,3,300,900
783,17-12-2023,CUST783,Clothing,1,300,300
784,04-11-2023,CUST784,Electronics,1,500,500
785,03-03-2023,CUST785,Beauty,4,50,200
786,17-10-2023,CUST786,Clothing,4,25,100
787,22-01-2023,CUST787,Electronics,1,25,25
788,27-06-2023,CUST788,Beauty,3,300,900
789,30-09-2023,CUST789,Clothing,4,500,2000
790,08-08-2023,CUST790,Clothing,1,25,25
791,05-12-2023,CUST791,Beauty,1,25,25
792,09-07-2023,CUST792,Beauty,1,50,50
793,05-02-2023,CUST793,Beauty,1,30,30
794,17-09-2023,CUST794,Beauty,1,300,300
795,28-11-2023,CUST795,Electronics,1,300,300
796,24-06-2023,CUST796,Beauty,4,30,120
797,07-01-2023,CUST797,Clothing,3,25,75
798,04-08-2023,CUST798,Clothing,1,50,50
799,08-09-2023,CUST799,Electronics,2,50,100
800,24-02-2023,CUST800,Clothing,4,300,1200
801,10-08-2023,CUST801,Clothing,4,50,200
802,05-07-2023,CUST802,Beauty,1,30,30
803,22-11-2023,CUST803,Clothing,4,25,100
804,24-08-2023,CUST804,Electronics,1,30,30
805,29-12-2023,CUST805,Beauty,3,500,1500
806,20-03-2023,CUST806,Beauty,3,300,900
807,11-08-2023,CUST807,Electronics,4,50,200
808,01-04-2023,CUST808,Beauty,4,500,2000
809,25-09-2023,CUST809,Beauty,2,50,100
810,30-11-2023,CUST810,Electronics,4,25,100
811,19-05-2023,CUST811,Beauty,2,25,50
812,12-11-2023,CUST812,Electronics,3,25,75
813,03-10-2023,CUST813,Electronics,3,50,150
814,05-09-2023,CUST814,Clothing,1,500,500
815,27-08-2023,CUST815,Clothing,3,25,75
816,12-08-2023,CUST816,Beauty,2,500,1000
817,31-10-2023,CUST817,Beauty,4,50,200
818,18-05-2023,CUST818,Electronics,1,500,500
819,15-06-2023,CUST819,Beauty,2,50,100
820,06-05-2023,CUST820,Electronics,4,50,200
821,14-02-2023,CUST821,Electronics,1,300,300
822,23-05-2023,CUST822,Beauty,3,50,150
823,19-08-2023,CUST823,Electronics,2,50,100
824,05-05-2023,CUST824,Clothing,4,30,120
825,26-08-2023,CUST825,Beauty,1,25,25
826,19-10-2023,CUST826,Clothing,1,300,300
827,09-11-2023,CUST827,Beauty,3,300,900
828,09-12-2023,CUST828,Electronics,4,300,1200
829,14-07-2023,CUST829,Beauty,3,30,90
830,22-06-2023,CUST830,Clothing,3,50,150
831,15-01-2023,CUST831,Electronics,4,25,100
832,11-09-2023,CUST832,Beauty,4,500,2000
833,16-06-2023,CUST833,Beauty,4,50,200
834,04-04-2023,CUST834,Beauty,2,30,60
835,07-09-2023,CUST835,Clothing,4,50,200
836,19-04-2023,CUST836,Clothing,1,50,50
837,01-07-2023,CUST837,Beauty,3,30,90
838,13-05-2023,CUST838,Electronics,2,300,600
839,24-06-2023,CUST839,Electronics,4,300,1200
840,24-05-2023,CUST840,Clothing,2,25,50
841,02-11-2023,CUST841,Electronics,4,25,100
842,26-12-2023,CUST842,Clothing,2,300,600
843,22-05-2023,CUST843,Beauty,3,500,1500
844,12-10-2023,CUST844,Clothing,3,50,150
845,06-01-2023,CUST845,Clothing,1,500,500
846,22-09-2023,CUST846,Beauty,1,50,50
847,08-04-2023,CUST847,Electronics,4,300,1200
848,13-02-2023,CUST848,Clothing,3,25,75
849,04-05-2023,CUST849,Clothing,2,25,50
850,28-07-2023,CUST850,Beauty,2,500,1000
851,08-09-2023,CUST851,Electronics,2,25,50
852,12-10-2023,CUST852,Clothing,1,300,300
853,04-05-2023,CUST853,Beauty,2,500,1000
854,20-12-2023,CUST854,Clothing,1,50,50
855,01-09-2023,CUST855,Beauty,1,25,25
856,27-11-2023,CUST856,Electronics,4,30,120
857,31-12-2023,CUST857,Electronics,2,25,50
858,09-09-2023,CUST858,Electronics,2,50,100
859,18-08-2023,CUST859,Electronics,3,500,1500
860,09-01-2023,CUST860,Clothing,4,50,200
861,17-02-2023,CUST861,Clothing,3,30,90
862,31-05-2023,CUST862,Electronics,4,300,1200
863,24-04-2023,CUST863,Electronics,2,25,50
864,27-07-2023,CUST864,Electronics,1,500,500
865,21-12-2023,CUST865,Clothing,1,300,300
866,05-05-2023,CUST866,Electronics,1,50,50
867,06-06-2023,CUST867,Electronics,1,500,500
868,06-12-2023,CUST868,Electronics,1,300,300
869,25-10-2023,CUST869,Beauty,3,500,1500
870,08-07-2023,CUST870,Electronics,4,30,120
871,31-08-2023,CUST871,Beauty,2,30,60
872,11-10-2023,CUST872,Beauty,3,25,75
873,29-09-2023,CUST873,Electronics,4,25,100
874,26-06-2023,CUST874,Beauty,1,30,30
875,06-08-2023,CUST875,Electronics,4,500,2000
876,09-10-2023,CUST876,Clothing,4,30,120
877,19-06-2023,CUST877,Clothing,1,25,25
878,30-06-2023,CUST878,Clothing,1,30,30
879,26-12-2023,CUST879,Clothing,1,30,30
880,21-08-2023,CUST880,Beauty,2,500,1000
881,19-05-2023,CUST881,Electronics,1,300,300
882,06-06-2023,CUST882,Electronics,2,25,50
883,09-05-2023,CUST883,Electronics,1,500,500
884,29-04-2023,CUST884,Clothing,2,30,60
885,03-03-2023,CUST885,Clothing,4,30,120
886,09-04-2023,CUST886,Electronics,3,300,900
887,11-06-2023,CUST887,Clothing,4,25,100
888,03-03-2023,CUST888,Electronics,4,25,100
889,02-10-2023,CUST889,Electronics,1,50,50
890,20-12-2023,CUST890,Electronics,2,25,50
891,05-04-2023,CUST891,Electronics,3,300,900
892,09-04-2023,CUST892,Electronics,1,50,50
893,21-04-2023,CUST893,Electronics,1,50,50
894,05-09-2023,CUST894,Electronics,1,30,30
895,22-05-2023,CUST895,Clothing,4,30,120
896,29-10-2023,CUST896,Electronics,2,25,50
897,26-09-2023,CUST897,Electronics,2,50,100
898,02-11-2023,CUST898,Clothing,3,30,90
899,25-05-2023,CUST899,Clothing,2,300,600
900,21-02-2023,CUST900,Clothing,2,30,60
901,10-04-2023,CUST901,Electronics,1,30,30
902,01-06-2023,CUST902,Beauty,1,50,50
903,27-04-2023,CUST903,Beauty,4,50,200
904,04-07-2023,CUST904,Clothing,1,500,500
905,02-04-2023,CUST905,Beauty,1,300,300
906,04-06-2023,CUST906,Clothing,1,50,50
907,08-01-2023,CUST907,Electronics,1,25,25
908,29-12-2023,CUST908,Beauty,4,300,1200
909,01-10-2023,CUST909,Electronics,1,300,300
910,06-03-2023,CUST910,Beauty,3,50,150
911,21-05-2023,CUST911,Electronics,3,300,900
912,24-01-2023,CUST912,Beauty,3,50,150
913,28-01-2023,CUST913,Electronics,3,30,90
914,11-10-2023,CUST914,Electronics,1,500,500
915,30-05-2023,CUST915,Beauty,3,30,90
916,24-12-2023,CUST916,Electronics,1,50,50
917,06-03-2023,CUST917,Electronics,4,50,200
918,23-11-2023,CUST918,Electronics,3,30,90
919,09-09-2023,CUST919,Beauty,2,25,50
920,22-02-2023,CUST920,Beauty,3,25,75
921,07-01-2023,CUST921,Electronics,3,25,75
922,21-10-2023,CUST922,Electronics,1,50,50
923,26-05-2023,CUST923,Beauty,3,300,900
924,29-08-2023,CUST924,Beauty,2,50,100
925,03-09-2023,CUST925,Electronics,1,300,300
926,14-08-2023,CUST926,Electronics,1,30,30
927,24-06-2023,CUST927,Electronics,4,500,2000
928,05-04-2023,CUST928,Clothing,4,300,1200
929,27-01-2023,CUST929,Beauty,3,25,75
930,10-05-2023,CUST930,Clothing,4,50,200
931,02-09-2023,CUST931,Beauty,4,30,120
932,28-02-2023,CUST932,Beauty,4,25,100
933,03-02-2023,CUST933,Beauty,1,30,30
934,25-07-2023,CUST934,Beauty,1,500,500
935,09-09-2023,CUST935,Beauty,1,50,50
936,07-02-2023,CUST936,Beauty,4,50,200
937,23-10-2023,CUST937,Beauty,1,500,500
938,19-11-2023,CUST938,Clothing,4,50,200
939,18-12-2023,CUST939,Electronics,1,300,300
940,28-01-2023,CUST940,Electronics,1,30,30
941,19-03-2023,CUST941,Clothing,2,25,50
942,18-03-2023,CUST942,Clothing,3,500,1500
943,16-10-2023,CUST943,Clothing,4,300,1200
944,05-06-2023,CUST944,Clothing,2,25,50
945,13-02-2023,CUST945,Beauty,1,25,25
946,08-05-2023,CUST946,Electronics,4,500,2000
947,02-03-2023,CUST947,Beauty,1,300,300
948,13-10-2023,CUST948,Electronics,3,25,75
949,02-08-2023,CUST949,Electronics,2,25,50
950,07-11-2023,CUST950,Clothing,3,300,900
951,02-11-2023,CUST951,Beauty,2,50,100
952,13-11-2023,CUST952,Clothing,1,25,25
953,26-04-2023,CUST953,Beauty,3,30,90
954,25-09-2023,CUST954,Electronics,3,300,900
955,14-07-2023,CUST955,Clothing,1,25,25
956,19-08-2023,CUST956,Clothing,3,500,1500
957,15-08-2023,CUST957,Electronics,4,30,120
958,02-06-2023,CUST958,Electronics,2,25,50
959,29-10-2023,CUST959,Electronics,2,30,60
960,08-08-2023,CUST960,Clothing,2,30,60
961,06-06-2023,CUST961,Beauty,4,50,200
962,19-10-2023,CUST962,Clothing,2,30,60
963,14-11-2023,CUST963,Beauty,1,50,50
964,31-01-2023,CUST964,Clothing,3,300,900
965,09-11-2023,CUST965,Clothing,4,50,200
966,20-02-2023,CUST966,Electronics,2,500,1000
967,17-04-2023,CUST967,Beauty,1,25,25
968,17-11-2023,CUST968,Clothing,3,300,900
969,19-04-2023,CUST969,Clothing,3,300,900
970,16-05-2023,CUST970,Electronics,4,500,2000
971,05-12-2023,CUST971,Electronics,4,50,200
972,11-02-2023,CUST972,Beauty,4,25,100
973,22-03-2023,CUST973,Clothing,1,50,50
974,03-05-2023,CUST974,Beauty,1,30,30
975,30-03-2023,CUST975,Clothing,4,50,200
976,10-10-2023,CUST976,Beauty,2,300,600
977,08-02-2023,CUST977,Electronics,3,25,75
978,22-03-2023,CUST978,Clothing,3,50,150
979,02-01-2023,CUST979,Beauty,1,25,25
980,29-07-2023,CUST980,Electronics,3,25,75
981,19-08-2023,CUST981,Electronics,2,30,60
982,19-12-2023,CUST982,Beauty,3,30,90
983,01-11-2023,CUST983,Clothing,1,300,300
984,29-08-2023,CUST984,Clothing,1,500,500
985,30-05-2023,CUST985,Electronics,2,25,50
986,17-01-2023,CUST986,Clothing,2,500,1000
987,29-04-2023,CUST987,Clothing,3,300,900
988,28-05-2023,CUST988,Clothing,3,25,75
989,28-12-2023,CUST989,Electronics,1,25,25
990,25-05-2023,CUST990,Beauty,2,500,1000
991,26-12-2023,CUST991,Clothing,2,50,100
992,21-08-2023,CUST992,Electronics,2,30,60
993,06-02-2023,CUST993,Electronics,3,50,150
994,18-12-2023,CUST994,Beauty,2,500,1000
995,30-04-2023,CUST995,Clothing,1,30,30
996,16-05-2023,CUST996,Clothing,1,50,50
997,17-11-2023,CUST997,Beauty,3,30,90
998,29-10-2023,CUST998,Beauty,4,25,100
999,05-12-2023,CUST999,Electronics,3,50,150
1000,12-04-2023,CUST1000,Electronics,4,30,120
1001,11-05-2023,CUST298,Electronics,1,300,28.3296
1002,29-10-2023,CUST035,Beauty,3,50,37.3641
1003,31-08-2023,CUST304,Beauty,4,300,45.3222
1004,14-02-2023,CUST162,Electronics,4,300,99.3564
1005,01-10-2023,CUST163,Electronics,1,300,1987.9658
1006,18-02-2023,CUST881,Electronics,1,500,962.7486
1007,22-09-2023,CUST033,Electronics,4,30,35.8461
1008,05-10-2023,CUST605,Electronics,3,300,505.1085
1009,19-08-2023,CUST052,Beauty,1,300,1133.9119
1010,30-07-2023,CUST657,Clothing,4,25,143.8384
1011,24-01-2023,CUST727,Beauty,4,300,100.2944
1012,26-12-2023,CUST127,Beauty,2,300,209.537
1013,17-02-2023,CUST718,Beauty,2,300,1571.0994
1014,09-07-2023,CUST077,Beauty,2,500,69.9216
1015,01-08-2023,CUST135,Beauty,1,500,97.8218
1016,20-11-2023,CUST688,Electronics,1,500,51.382
1017,24-09-2023,CUST465,Beauty,1,25,95.0581
1018,16-05-2023,CUST765,Electronics,4,25,893.0993
1019,06-09-2023,CUST177,Clothing,3,25,69.3685
1020,11-08-2023,CUST554,Electronics,3,50,98.646
1021,19-04-2023,CUST670,Clothing,4,25,635.2461
1022,10-02-2023,CUST038,Clothing,2,30,1403.8462
1023,13-10-2023,CUST240,Clothing,4,25,41.2387
1024,08-09-2023,CUST517,Electronics,2,25,67.978
1025,02-10-2023,CUST098,Clothing,2,30,110.0445
1026,17-11-2023,CUST267,Electronics,2,500,1325.5159
1027,23-06-2023,CUST589,Clothing,3,25,130.8067
1028,16-05-2023,CUST350,Electronics,4,50,620.738
1029,17-01-2023,CUST947,Clothing,1,500,26.3514
1030,01-06-2023,CUST019,Electronics,2,500,57.6525
1031,19-09-2023,CUST299,Electronics,4,50,56.7128
1032,10-05-2023,CUST889,Clothing,1,300,1376.4431
1033,03-06-2023,CUST329,Clothing,1,30,576.4713
1034,20-02-2023,CUST155,Clothing,3,50,540.9704
1035,23-10-2023,CUST012,Beauty,3,25,46.427
1036,02-09-2023,CUST432,Clothing,3,50,55.2319
1037,21-03-2023,CUST674,Electronics,4,300,197.3751
1038,29-10-2023,CUST047,Electronics,1,500,46.9057
1039,02-02-2023,CUST706,Clothing,4,300,1215.7885
1040,08-10-2023,CUST421,Clothing,2,30,1882.2595
1041,24-08-2023,CUST097,Clothing,1,30,167.1462
1042,05-05-2023,CUST644,Electronics,4,300,288.221
1043,08-12-2023,CUST294,Beauty,4,25,257.5698
1044,26-04-2023,CUST738,Clothing,1,30,62.9091
1045,22-04-2023,CUST390,Electronics,3,50,52.0561
1046,06-06-2023,CUST972,Clothing,2,30,1118.0528
1047,06-02-2023,CUST762,Electronics,4,25,63.803
1048,31-08-2023,CUST811,Beauty,2,25,207.5399
1049,02-11-2023,CUST859,Beauty,3,50,70.2819
1050,22-03-2023,CUST711,Electronics,4,500,120.7517
1051,21-08-2023,CUST588,Beauty,3,25,52.3507
1052,17-09-2023,CUST777,Beauty,2,300,152.9215
1053,05-01-2023,CUST477,Clothing,1,500,927.4327
1054,03-05-2023,CUST415,Beauty,3,500,66.9468
1055,29-10-2023,CUST655,Clothing,3,50,93.087
1056,10-02-2023,CUST413,Beauty,3,30,101.2776
1057,23-02-2023,CUST660,Electronics,3,50,29.5715
1058,10-01-2023,CUST084,Electronics,4,30,25.9927
1059,16-09-2023,CUST160,Clothing,3,50,102.2613
1060,16-10-2023,CUST898,Electronics,4,30,61.0169
1061,13-02-2023,CUST341,Beauty,3,25,34.0725
1062,29-11-2023,CUST381,Beauty,2,500,1299.9753
1063,20-01-2023,CUST676,Beauty,3,25,46.5674
1064,03-05-2023,CUST176,Beauty,2,300,68.6177
1065,06-07-2023,CUST942,Electronics,4,30,194.8966
1066,26-10-2023,CUST907,Beauty,4,30,93.5136
1067,10-12-2023,CUST186,Electronics,1,30,1257.0986
1068,28-07-2023,CUST056,Clothing,4,50,925.2739
1069,26-05-2023,CUST058,Beauty,4,25,936.4594
1070,19-03-2023,CUST268,Clothing,4,25,26.3288
1071,13-04-2023,CUST351,Clothing,2,300,179.8646
1072,06-06-2023,CUST594,Clothing,3,500,289.4928
1073,12-08-2023,CUST839,Electronics,3,25,120.5595
1074,01-08-2023,CUST337,Beauty,3,50,117.872
1075,27-10-2023,CUST150,Clothing,3,300,161.3079
1076,15-05-2023,CUST896,Beauty,4,300,1401.2084
1077,05-01-2023,CUST230,Electronics,4,25,54.6593
1078,03-03-2023,CUST198,Clothing,3,25,159.2488
1079,24-10-2023,CUST157,Beauty,3,50,97.227
1080,22-05-2023,CUST007,Beauty,1,30,62.2064
1081,05-02-2023,CUST750,Clothing,1,25,121.7066
1082,24-01-2023,CUST919,Electronics,1,500,1874.2311
1083,25-04-2023,CUST946,Clothing,4,300,102.1111
1084,02-06-2023,CUST654,Beauty,1,50,45.8656
1085,11-02-2023,CUST362,Electronics,4,500,95.4705
1086,15-03-2023,CUST913,Clothing,1,30,936.6706
1087,10-11-2023,CUST776,Electronics,2,25,27.6452
1088,28-02-2023,CUST521,Beauty,4,30,1980.7942
1089,17-08-2023,CUST538,Clothing,3,50,872.2306
1090,23-09-2023,CUST232,Electronics,3,25,97.7438
1091,24-09-2023,CUST369,Beauty,1,25,315.243
1092,27-04-2023,CUST250,Beauty,3,300,1121.2899
